"Sample01" "Sample02" "Sample03" "Sample04" "Sample05" "Sample06" "Sample07" "Sample08" "Sample09" "Sample10" "Sample11" "Sample12" "Sample13" "Sample14" "Sample15" "Sample16" "Sample17" "Sample18" "Sample19" "Sample20" "Sample21" "Sample22" "Sample23" "Sample24" "Sample25" "Sample26" "Sample27" "Sample28" "Sample29" "Sample30" "Sample31" "Sample32" "Sample33" "Sample34" "Sample35" "Sample36" "Sample37" "Sample38" "Sample39" "Sample40" "Sample41" "Sample42" "Sample43" "Sample44" "Sample45" "Sample46" "Sample47" "Sample48" "Sample49" "Sample50" "Sample51" "Sample52" "Sample53" "Sample54" "Sample55" "Sample56" "Sample57" "Sample58" "Sample59" "Sample60" "Sample61" "Sample62" "Sample63"
"Microbe488" 0 0 3 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 8 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe489" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 3 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe490" 0 5 9 1 1 1 115 158 1 6 5 1 0 89 0 44 0 26 1 2 1 394 8 20 19 26 143 0 16 23 0 17 1 31 52 7 34 359 8 29 8 3 16 22 0 20 37 8 18 12 11 0 0 0 11 0 1 0 0 1 0 0 0
"Microbe491" 0 0 2 7 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0 0 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe492" 1 0 2 0 0 4 3 1 0 0 0 1 1 0 0 0 2 0 0 0 0 0 1 0 0 0 3 1 0 0 0 2 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe493" 20 0 0 22 7 7 11 0 4 0 0 1 0 0 9 0 8 0 0 1 2 0 0 1 8 7 0 6 0 18 8 8 3 0 0 1 0 0 0 1 0 2 0 1 9 0 0 2 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0
"Microbe494" 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe495" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 1 0 0 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe496" 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 1 0 0 1 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe497" 0 0 1 0 2 2 7 1 0 0 0 12 0 0 0 1 1 0 0 1 5 0 1 0 3 0 2 4 1 0 0 10 2 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe498" 15 0 3 0 7 5 8 7 3 1 0 3 0 0 0 0 0 1 0 0 0 0 2 0 0 0 14 1 8 0 0 0 1 1 1 0 4 2 0 0 0 0 0 1 2 0 3 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0
"Microbe499" 3 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe500" 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe501" 0 0 0 1 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe502" 1 1 0 2 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe503" 3 0 0 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe504" 1 55 141 109 1 0 41 14 25 31 0 0 2 309 0 43 0 2 0 0 0 41 29 63 19 2 35 2 236 5 0 23 1 83 2 7 11 40 27 117 2 0 22 1 0 59 2 0 0 0 6 0 0 0 0 0 4 0 0 0 0 1 1
"Microbe505" 336 15 0 0 120 46 205 2 1 32 2 71 0 0 52 0 12 0 0 4 6 0 0 7 5 5 0 243 1 0 0 180 34 1 0 0 0 0 0 2 8 25 0 0 123 0 0 0 0 0 0 10 2 2 0 0 1 0 17 0 0 0 0
"Microbe506" 0 0 0 0 0 1 0 48 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe507" 0 0 0 0 0 1 9 0 0 0 10 0 0 0 0 0 0 0 1 2 0 0 0 1 0 1 0 0 0 0 0 1 0 27 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe508" 0 0 0 0 0 0 0 40 0 1 0 0 0 1 10 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe509" 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 14 0 38 0 2 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe510" 1 0 0 0 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe511" 128 4 140 888 125 33 705 622 455 44 0 49 0 11 234 0 38 0 0 6 8 0 10 16 11 42 0 413 379 61 1 136 48 2 156 1 0 0 2 75 7 43 1 0 76 397 0 0 0 0 0 2 0 12 4 1 19 0 3 1 0 0 1
"Microbe512" 1 0 0 2 0 2 1 3 1 0 0 6 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 1 0 0 2 1 0 0 0 1 8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Microbe513" 1959 1778 1837 2608 1118 989 2154 3286 845 1366 107 921 107 988 1928 350 1454 53 37 446 988 262 421 936 4513 1870 816 958 3529 2924 1837 914 392 775 1011 129 237 919 71 722 436 310 16 1239 848 2975 40 279 47 23 35 146 14 421 900 40 199 7 17 42 10 4 6
"Microbe514" 0 0 1 0 0 0 9 1 0 0 4 0 0 5 0 1 0 0 0 8 2 0 2 2 0 5 0 0 0 0 0 3 3 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe515" 61 2 1 13 40 29 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 2 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0
"Microbe516" 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe517" 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe518" 172 4 2 0 131 0 0 0 0 25 0 0 0 0 0 0 216 0 0 0 0 0 0 5 0 0 0 12 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 10 0 0 0 0 0 0 0 20 0 0 0 0 16 0 0 0 0
"Microbe519" 189 8 14 8 83 148 328 127 28 6 6 166 0 34 171 21 36 6 2 172 310 0 18 97 14 11 9 582 34 6 138 210 251 19 49 54 3 7 3 66 14 191 3 40 456 36 0 30 0 0 1 13 6 9 7 3 1 4 1 0 0 0 0
"Microbe520" 3 12 0 2 2 10 13 75 0 14 3 4 0 14 7 43 4 13 1 1 0 199 0 19 3 31 86 9 9 0 0 9 0 8 20 1 26 19 2 75 0 3 43 8 7 0 4 1 24 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe521" 0 2 0 1 1 1 8 61 8 3 0 2 0 1 2 11 0 1 0 0 0 5 23 3 3 0 44 0 0 2 2 5 0 0 22 0 21 0 0 7 0 2 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Microbe522" 32 2 32 23 18 147 140 12 13 5 25 28 0 9 1 15 76 4 0 4 8 169 18 15 76 38 5 15 23 55 0 67 5 1 3 2 7 1 2 14 25 5 0 18 45 18 19 5 2 9 0 2 0 1 1 0 1 0 5 1 0 0 0
"Microbe523" 0 0 1 0 0 0 3 0 58 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe524" 0 1 3 1 0 1 2 0 0 0 1 3 0 0 0 0 0 0 0 2 3 1 0 0 0 0 0 1 1 0 0 3 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe525" 2 0 0 0 2 0 1 0 1 0 0 4 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe526" 0 3 0 14 0 85 61 20 4 3 15 25 0 9 11 5 1 1 1 89 1 4 1 5 4 17 6 1 3 1 135 28 36 11 9 4 2 8 0 7 0 28 1 34 0 0 0 16 1 0 0 6 0 0 35 0 0 1 0 0 0 0 0
"Microbe527" 17 0 0 0 15 13 3 6 1 0 0 2 0 0 0 1 6 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe528" 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe529" 112 9 10 195 77 96 204 6 15 16 2 29 2 40 136 3 240 0 0 57 119 0 20 12 151 101 4 130 124 95 124 108 37 3 2 5 2 5 10 12 5 21 0 18 125 25 2 13 0 0 0 14 3 48 7 0 2 0 1 1 0 0 1
"Microbe530" 1 0 1 1 0 1 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 1 0 0 4 4 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe531" 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Microbe532" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe533" 0 0 0 0 0 0 0 0 1 0 0 0 0 7 0 0 2 0 0 0 0 0 2 0 5 1 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe534" 60 38 30 248 9 16 8865 7769 1 39 103 23 56 1347 1 5879 0 9234 138 325 0 14222 125 437 1047 4511 7634 90 85 3166 81 1086 13 106 3098 89 3130 4001 90 5236 45 20 847 3891 37 25 3606 62 835 291 14 8 0 1 752 0 5 3 4 5 0 5 2
"Microbe535" 3 0 3 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe536" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe537" 0 0 0 0 0 0 5 5 0 0 2 0 0 24 0 22 0 0 0 0 2 2 4 31 1 5 9 0 0 0 0 4 0 55 0 1 2 48 2 15 0 0 0 1 0 0 0 0 0 0 1 0 0 0 73 0 0 0 0 0 0 0 0
"Microbe538" 4 0 8 2 1 6 0 12 6 0 0 0 1 0 0 0 0 1 2 0 0 7 1 0 1 0 1 0 4 1 0 0 0 3 1 1 1 6 0 1 0 0 2 0 3 3 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe539" 418 7 95 21 213 101 486 8 200 11 0 45 0 14 639 12 254 0 0 12 9 1 6 22 39 28 1 15 15 40 5 207 6 35 2 2 0 2 2 73 3 7 3 1 2 124 0 1 0 0 2 6 0 16 1 0 1 0 0 0 0 0 0
"Microbe540" 0 0 0 1 0 0 0 55 0 0 0 0 0 1 19 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe541" 0 0 0 0 0 0 2 235 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe542" 1 0 0 2 0 0 2 6 0 0 0 0 0 2 0 8 0 0 0 13 0 1 0 36 1 16 2 0 0 0 0 0 0 153 2 13 0 95 0 101 0 0 36 2 0 1 0 0 0 0 16 0 0 0 6 0 0 0 0 0 0 0 0
"Microbe543" 31 11 4 10 15 38 15 8 11 31 1 13 0 3 2 3 13 3 0 2 2 6 5 4 6 9 10 4 39 0 1 8 2 0 1 0 2 3 0 5 0 0 3 0 6 3 2 1 0 0 0 2 0 0 1 0 1 0 1 0 0 0 0
"Microbe544" 6 3 18 4 1 6 10 14 4 0 2 9 0 9 2 0 2 1 0 4 1 3 1 1 2 1 11 0 94 4 31 1 0 2 7 1 3 2 1 0 4 0 0 4 2 16 0 4 0 0 0 1 0 3 1 0 5 0 0 0 0 0 0
"Microbe545" 0 5 1 2 0 0 0 0 0 5 0 6 0 6 0 0 0 0 0 0 1 0 10 0 0 0 0 4 15 0 0 0 0 1 0 0 0 0 0 6 1 0 0 0 40 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Microbe546" 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 19 0 0 0 0 0 0 0 1 0 5 25 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0
"Microbe547" 1 2 0 1 0 1 2 1 0 0 0 0 0 1 0 0 0 1 0 1 2 0 1 0 0 0 0 0 0 0 0 4 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe548" 1 0 0 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe549" 0 5 2 2 0 0 2 0 0 0 0 4 0 0 0 3 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe550" 0 0 0 0 0 0 2 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 5 0 2 0 0 1 0 0 1 0 7 2 0 0 0 0 12 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe551" 347 53 507 282 263 22 20 1168 641 78 41 3 1 52 227 119 15 17 4 7 5 6 25 155 190 1 21 9 652 196 221 8 10 192 221 23 6 193 2 63 7 1 7 112 2 237 0 52 68 0 27 2 0 1 2 1 18 0 5 1 0 1 0
"Microbe552" 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe553" 0 6 0 6 0 0 2 1 0 2 1 0 0 1 0 1 0 0 0 0 0 11 0 65 0 0 0 0 13 2 0 2 0 4 0 1 2 12 0 131 0 0 24 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Microbe554" 74 61 5 28 29 4 32 259 3 119 4 6 0 63 6 8 5 1 0 8 2 8 4 15 43 40 9 15 86 20 0 15 0 85 105 14 6 9 0 85 4 1 4 2 7 14 3 0 0 0 6 1 0 0 1 1 3 0 0 0 0 0 1
"Microbe555" 0 0 0 0 0 0 4 32 0 0 0 1 1 0 0 0 0 0 0 0 0 0 3 0 0 1 19 0 1 1 0 1 0 1 1 0 4 8 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe556" 0 0 0 0 0 1 0 17 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe557" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe558" 0 0 0 0 0 2 3 2 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 1 0 2 0 2 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe559" 6 0 2 2 4 26 16 1 1 0 0 4 0 4 2 0 3 0 0 3 0 0 3 1 5 10 2 2 4 1 5 15 1 1 0 1 0 14 0 1 0 1 0 0 9 2 0 2 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"Microbe560" 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe561" 0 0 0 0 1 2 1 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe562" 1 0 2 2 0 6 8 2 0 0 1 0 0 4 0 1 0 0 0 0 0 0 5 1 6 5 3 2 0 0 1 14 6 4 0 1 0 4 0 0 0 1 0 2 0 3 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0
"Microbe563" 1 0 5 1 0 1 12 2 0 0 0 1 0 2 3 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe564" 142 14 75 151 121 95 80 247 382 11 1 66 2 21 174 9 90 0 0 41 48 14 6 56 13 13 9 23 130 29 21 16 33 27 33 6 5 465 6 91 13 19 10 9 80 46 6 5 0 0 8 3 1 25 9 1 7 1 0 1 0 0 0
"Microbe565" 50 14 0 8 21 1 54 105 4 12 4 1 2 219 16 34 4 0 0 42 3 17 17 85 43 185 3 15 85 7 10 38 2 56 30 12 1 16 13 112 3 0 2 12 6 0 1 0 0 1 0 1 1 0 18 0 4 0 0 0 0 3 0
"Microbe566" 0 0 0 0 0 0 0 10 1 0 0 0 0 1 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe567" 0 0 0 0 1 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe568" 0 3 0 6 0 0 2 3 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 11 43 0 0 3 7 2 2 0 3 0 0 0 1 0 0 3 0 0 8 0 0 1 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0
"Microbe569" 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe570" 0 0 3 1 0 1 2 12 0 0 0 0 0 0 0 0 6 0 0 0 0 0 8 0 0 0 2 0 0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe571" 0 0 0 11 1 0 62 87 12 0 0 0 4 9 36 30 4 53 2 1 0 117 2 7 30 8 7 0 2 9 6 32 1 23 16 1 2 44 0 10 0 0 3 71 0 0 11 4 26 2 4 0 0 0 35 0 0 0 0 0 0 0 0
"Microbe572" 13 2 1 4 8 1 6 6 2 2 0 15 0 15 1 0 0 0 0 3 7 0 10 3 0 2 2 0 12 1 1 0 10 1 1 15 5 0 2 0 1 6 0 0 0 3 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0
"Microbe573" 0 0 0 0 0 0 0 20 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe574" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe575" 1 1 5 1 1 11 2 22 13 2 0 4 0 0 0 0 4 0 0 0 0 0 6 1 1 1 2 4 1 0 1 0 1 3 2 47 2 30 0 0 0 0 2 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe576" 3 0 4 0 4 2 4 10 1 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 1 2 0 0 5 0 0 0 1 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe577" 0 0 0 0 0 5 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe578" 173 144 31 167 115 864 465 293 57 141 15 171 0 86 100 25 57 7 2 110 90 5 24 89 41 88 31 61 476 45 160 190 78 31 72 8 13 0 3 100 6 63 1 66 91 62 1 26 0 0 1 96 4 19 2 2 17 0 2 2 0 0 0
"Microbe579" 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe580" 0 0 0 0 0 1 0 78 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 3 29 3 2 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe581" 56 10 15 2 27 10 7 20 93 5 0 12 0 1 24 0 20 0 2 12 50 0 3 15 1 13 15 17 3 0 0 1 36 0 4 5 5 9 0 14 0 29 9 1 21 10 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0
"Microbe582" 1 0 1 63 0 68 214 838 2 0 92 34 0 52 2 178 0 13 25 175 64 70 58 293 152 354 68 0 45 72 307 93 49 351 228 129 14 757 5 130 2 28 5 661 0 7 8 38 48 4 50 7 2 0 243 0 2 2 0 1 0 1 0
"Microbe583" 0 1 0 0 0 0 4 55 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 9 0 0 5 0 0 0 1 63 23 27 0 24 0 128 0 0 29 2 0 0 1 0 1 0 5 0 0 0 1 0 0 1 0 0 0 0 0
"Microbe584" 3 1 0 2 1 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
"Microbe585" 0 0 0 2 0 0 280 521 3 0 340 2 0 33 1 69 0 9 33 751 0 0 5 182 7 220 48 1 2 0 75 112 81 365 120 46 15 203 1 218 2 50 3 196 0 0 0 12 5 7 19 0 0 0 82 0 0 1 0 1 0 0 0
"Microbe586" 1 0 4 0 0 2 2 2 0 0 0 1 0 0 0 0 3 0 0 0 0 0 2 0 2 0 0 3 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe587" 6 0 1 0 3 8 0 0 1 1 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe588" 0 0 0 0 0 4 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
